req_id,source_ref,requirement,task_ids,test_ids,evidence_paths,status
REQ-00034,SRC-01:P000655,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""Technical integrity"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00035,SRC-01:P000661,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""Scientific integrity"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00036,SRC-01:P000667,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""Operational integrity"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00037,SRC-01:P000673,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""Security integrity"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00038,SRC-01:P000678,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""Autonomy integrity"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00039,SRC-01:P000683,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""31. REQUIRED FINAL DELIVERABLES"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00040,SRC-01:P000706,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""32. CRITICAL ANTI-DRIFT RULE"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00041,SRC-01:P000715,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""33. FINAL DIRECTIVE"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00042,SRC-01:P000754,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""34. INPUT CORPUS"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00043,SRC-01:P000758,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""ULTRACODE — MASTER LOGIC AUDIT / COMPLETION / AUTONOMOUS EXECUTION DIRECTIVE"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00044,SRC-01:P000759,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""SOURCE: 1–1110 COMPLETE LOGIC CORPUS"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00045,SRC-01:P000760,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""TARGET: CLAUDE CODE"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00046,SRC-01:P000761,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""OBJECTIVE: ZERO-GAP ENGINEERING COMPLETION WITHOUT QUALITY REGRESSION"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00047,SRC-01:P000762,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""0. MISSION"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00048,SRC-01:P000787,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""1. NON-NEGOTIABLE QUALITY RULE"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00049,SRC-01:P000811,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""2. SOURCE OF TRUTH"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00050,SRC-01:P000836,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""3. FIRST TASK — COMPLETE CORPUS INGESTION"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00051,SRC-01:P000840,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""3.1 Corpus Map"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00052,SRC-01:P000854,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""3.2 Concept Graph"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00053,SRC-01:P000893,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""4. LOGICAL GAP ZERO AUDIT"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00054,SRC-01:P000895,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""4.1 Requirement completeness"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00055,SRC-01:P000900,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""4.2 Dependency completeness"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00056,SRC-01:P000904,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""4.3 State completeness"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00057,SRC-01:P000913,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""4.4 Failure completeness"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00058,SRC-01:P000929,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""5. EVIDENCE ENGINEERING"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00059,SRC-01:P000937,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""6. EXPERIMENTAL INTEGRITY"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00060,SRC-01:P000949,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""7. ARTIFACT DURABILITY"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00061,SRC-01:P000964,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""8. ATOMICITY / RECOVERY"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00062,SRC-01:P000976,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""9. PROTOCOL IMMUTABILITY"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00063,SRC-01:P000987,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""10. LEAKAGE / CONTAMINATION AUDIT"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00064,SRC-01:P001000,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""11. REPRODUCIBILITY"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00065,SRC-01:P001013,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""12. STATISTICAL VALIDITY"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00066,SRC-01:P001028,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""13. ECONOMIC VALIDITY"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00067,SRC-01:P001034,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""14. SELF-REPAIR"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00068,SRC-01:P001042,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""15. AUTONOMOUS RESEARCH LOOP"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00069,SRC-01:P001047,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""16. AUTONOMOUS CAPABILITY ACQUISITION"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00070,SRC-01:P001052,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""17. OSS / SKILL GOVERNANCE"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00071,SRC-01:P001069,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""18. ZERO-COST / LOW-COST / PERMANENT OPERATION"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00072,SRC-01:P001089,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""19. RESOURCE SURVIVAL"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00073,SRC-01:P001105,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""20. GITHUB / CODESPACES RESILIENCE"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00074,SRC-01:P001111,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""21. COMPUTATIONAL PERFORMANCE"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00075,SRC-01:P001146,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""22. ALGORITHMIC SUPERIORITY"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00076,SRC-01:P001154,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""23. COMPUTATION BENCHMARKING"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
REQ-00077,SRC-01:P001168,"For the NEXORA control plane, preserve and enforce the normative semantics of section ""24. SECURITY"" identified by its immutable section hash; lower-authority artifacts MUST NOT silently override it.",T-070,tests/test_requirements_check.py|tests/test_pipeline_e2e.py,control/corpus_sections/SRC-01-part-01.csv,TRACE_BOUND_NOT_CLAIMED_SATISFIED
