section_id,source_id,heading,start,end,section_sha256,disposition,rationale
SRC-04A:L000343,SRC-04A,7.3 有効ケースの受入条件（全て必須）,343,356,source_blob:6c1342f0f99f9d3ab874b25e466f9fc8e34457f1,SCOPE_AUTHORITY,Frozen LoopCell Phase 0 SSOT; authority is limited to LoopCell Phase 0
SRC-04A:L000357,SRC-04A,7.4 spare 選抜と A/B 分割（U-11/U-12 + M0 確定細目）,357,367,source_blob:6c1342f0f99f9d3ab874b25e466f9fc8e34457f1,SCOPE_AUTHORITY,Frozen LoopCell Phase 0 SSOT; authority is limited to LoopCell Phase 0
SRC-04A:L000368,SRC-04A,8. Cell 実装: `coding.patch`,368,369,source_blob:6c1342f0f99f9d3ab874b25e466f9fc8e34457f1,SCOPE_AUTHORITY,Frozen LoopCell Phase 0 SSOT; authority is limited to LoopCell Phase 0
SRC-04A:L000370,SRC-04A,8.1 全体フロー,370,378,source_blob:6c1342f0f99f9d3ab874b25e466f9fc8e34457f1,SCOPE_AUTHORITY,Frozen LoopCell Phase 0 SSOT; authority is limited to LoopCell Phase 0
SRC-04A:L000379,SRC-04A,8.2 Observe（U-02）,379,384,source_blob:6c1342f0f99f9d3ab874b25e466f9fc8e34457f1,SCOPE_AUTHORITY,Frozen LoopCell Phase 0 SSOT; authority is limited to LoopCell Phase 0
SRC-04A:L000385,SRC-04A,8.3 素性抽出（query / record 共通。U-02〜U-05）,385,403,source_blob:6c1342f0f99f9d3ab874b25e466f9fc8e34457f1,SCOPE_AUTHORITY,Frozen LoopCell Phase 0 SSOT; authority is limited to LoopCell Phase 0
SRC-04A:L000404,SRC-04A,8.4 Predict（凍結規則）,404,405,source_blob:6c1342f0f99f9d3ab874b25e466f9fc8e34457f1,SCOPE_AUTHORITY,Frozen LoopCell Phase 0 SSOT; authority is limited to LoopCell Phase 0
SRC-04A:L000406,SRC-04A,8.4.1 プロンプト構成（凍結テンプレート。M0 確定差分 D-M0-2 — 人間 veto 対象）,406,437,source_blob:6c1342f0f99f9d3ab874b25e466f9fc8e34457f1,SCOPE_AUTHORITY,Frozen LoopCell Phase 0 SSOT; authority is limited to LoopCell Phase 0
SRC-04A:L000438,SRC-04A,8.4.2 凍結規則（違反 = 実験無効）,438,445,source_blob:6c1342f0f99f9d3ab874b25e466f9fc8e34457f1,SCOPE_AUTHORITY,Frozen LoopCell Phase 0 SSOT; authority is limited to LoopCell Phase 0
SRC-04A:L000446,SRC-04A,8.4.3 canonicalizer（V-02。`reference/canonicalization.json` の report ルール群）,446,449,source_blob:6c1342f0f99f9d3ab874b25e466f9fc8e34457f1,SCOPE_AUTHORITY,Frozen LoopCell Phase 0 SSOT; authority is limited to LoopCell Phase 0
SRC-04A:L000450,SRC-04A,8.4.4 diff 正規化（U-06。canonicalization.json の diff ルール群）,450,453,source_blob:6c1342f0f99f9d3ab874b25e466f9fc8e34457f1,SCOPE_AUTHORITY,Frozen LoopCell Phase 0 SSOT; authority is limited to LoopCell Phase 0
SRC-04A:L000454,SRC-04A,8.5 Act（V-09 = PP-CHECK）,454,463,source_blob:6c1342f0f99f9d3ab874b25e466f9fc8e34457f1,SCOPE_AUTHORITY,Frozen LoopCell Phase 0 SSOT; authority is limited to LoopCell Phase 0
SRC-04A:L000464,SRC-04A,8.6 Observe Outcome,464,473,source_blob:6c1342f0f99f9d3ab874b25e466f9fc8e34457f1,SCOPE_AUTHORITY,Frozen LoopCell Phase 0 SSOT; authority is limited to LoopCell Phase 0
SRC-04A:L000474,SRC-04A,8.7 Learn（L1 のみ。learn フェーズ限定）,474,479,source_blob:6c1342f0f99f9d3ab874b25e466f9fc8e34457f1,SCOPE_AUTHORITY,Frozen LoopCell Phase 0 SSOT; authority is limited to LoopCell Phase 0
SRC-04A:L000480,SRC-04A,9. 学習の非空虚性検査（GATE 0）,480,494,source_blob:6c1342f0f99f9d3ab874b25e466f9fc8e34457f1,SCOPE_AUTHORITY,Frozen LoopCell Phase 0 SSOT; authority is limited to LoopCell Phase 0
SRC-04A:L000495,SRC-04A,10. 実験プロトコル,495,496,source_blob:6c1342f0f99f9d3ab874b25e466f9fc8e34457f1,SCOPE_AUTHORITY,Frozen LoopCell Phase 0 SSOT; authority is limited to LoopCell Phase 0
SRC-04A:L000497,SRC-04A,10.1 3 フェーズ,497,506,source_blob:6c1342f0f99f9d3ab874b25e466f9fc8e34457f1,SCOPE_AUTHORITY,Frozen LoopCell Phase 0 SSOT; authority is limited to LoopCell Phase 0
SRC-04A:L000507,SRC-04A,10.2 アサーション A1–A13（`reference/assertions.json`。全てコード上の assert / 失敗で abort）,507,524,source_blob:6c1342f0f99f9d3ab874b25e466f9fc8e34457f1,SCOPE_AUTHORITY,Frozen LoopCell Phase 0 SSOT; authority is limited to LoopCell Phase 0
SRC-04A:L000525,SRC-04A,10.3 決定性要件,525,530,source_blob:6c1342f0f99f9d3ab874b25e466f9fc8e34457f1,SCOPE_AUTHORITY,Frozen LoopCell Phase 0 SSOT; authority is limited to LoopCell Phase 0
SRC-04A:L000531,SRC-04A,11. Permission スタブ,531,540,source_blob:6c1342f0f99f9d3ab874b25e466f9fc8e34457f1,SCOPE_AUTHORITY,Frozen LoopCell Phase 0 SSOT; authority is limited to LoopCell Phase 0
SRC-04A:L000541,SRC-04A,12. コスト計測（C-12）,541,546,source_blob:6c1342f0f99f9d3ab874b25e466f9fc8e34457f1,SCOPE_AUTHORITY,Frozen LoopCell Phase 0 SSOT; authority is limited to LoopCell Phase 0
SRC-04A:L000547,SRC-04A,13. 解析,547,548,source_blob:6c1342f0f99f9d3ab874b25e466f9fc8e34457f1,SCOPE_AUTHORITY,Frozen LoopCell Phase 0 SSOT; authority is limited to LoopCell Phase 0
SRC-04A:L000549,SRC-04A,13.1 McNemar（1 回のみ）,549,552,source_blob:6c1342f0f99f9d3ab874b25e466f9fc8e34457f1,SCOPE_AUTHORITY,Frozen LoopCell Phase 0 SSOT; authority is limited to LoopCell Phase 0
SRC-04A:L000553,SRC-04A,13.2–13.4 効果量・コスト,553,556,source_blob:6c1342f0f99f9d3ab874b25e466f9fc8e34457f1,SCOPE_AUTHORITY,Frozen LoopCell Phase 0 SSOT; authority is limited to LoopCell Phase 0
SRC-04A:L000557,SRC-04A,13.5 locality（探索的。判定に不使用）,557,560,source_blob:6c1342f0f99f9d3ab874b25e466f9fc8e34457f1,SCOPE_AUTHORITY,Frozen LoopCell Phase 0 SSOT; authority is limited to LoopCell Phase 0
SRC-04A:L000561,SRC-04A,13.6 `analysis/b_items_for_review.json`（APPROVAL-3 補助）,561,564,source_blob:6c1342f0f99f9d3ab874b25e466f9fc8e34457f1,SCOPE_AUTHORITY,Frozen LoopCell Phase 0 SSOT; authority is limited to LoopCell Phase 0
SRC-04A:L000565,SRC-04A,13.7 測定しないもの,565,570,source_blob:6c1342f0f99f9d3ab874b25e466f9fc8e34457f1,SCOPE_AUTHORITY,Frozen LoopCell Phase 0 SSOT; authority is limited to LoopCell Phase 0
SRC-04A:L000571,SRC-04A,14. GO / KILL / HOLD / INVALID 判定,571,589,source_blob:6c1342f0f99f9d3ab874b25e466f9fc8e34457f1,SCOPE_AUTHORITY,Frozen LoopCell Phase 0 SSOT; authority is limited to LoopCell Phase 0
SRC-04A:L000590,SRC-04A,15. CLI 仕様,590,604,source_blob:6c1342f0f99f9d3ab874b25e466f9fc8e34457f1,SCOPE_AUTHORITY,Frozen LoopCell Phase 0 SSOT; authority is limited to LoopCell Phase 0
SRC-04A:L000605,SRC-04A,16. `REPORT.md` テンプレート,605,607,source_blob:6c1342f0f99f9d3ab874b25e466f9fc8e34457f1,SCOPE_AUTHORITY,Frozen LoopCell Phase 0 SSOT; authority is limited to LoopCell Phase 0
SRC-04A:L000608,SRC-04A,LoopCell Phase 0 実験報告,608,608,source_blob:6c1342f0f99f9d3ab874b25e466f9fc8e34457f1,SCOPE_AUTHORITY,Frozen LoopCell Phase 0 SSOT; authority is limited to LoopCell Phase 0
SRC-04A:L000609,SRC-04A,1. 実行条件      run_id / model.id / 単価(null含む) / seed / 実行日時 / 対象repo+commit / 実験repo+commit,609,609,source_blob:6c1342f0f99f9d3ab874b25e466f9fc8e34457f1,SCOPE_AUTHORITY,Frozen LoopCell Phase 0 SSOT; authority is limited to LoopCell Phase 0
SRC-04A:L000610,SRC-04A,2. コーパス      生成試行数 / 受入210 / 却下内訳 / operator別 / error_class別 / A/B/spare分布表,610,610,source_blob:6c1342f0f99f9d3ab874b25e466f9fc8e34457f1,SCOPE_AUTHORITY,Frozen LoopCell Phase 0 SSOT; authority is limited to LoopCell Phase 0
SRC-04A:L000611,SRC-04A,3. 決定性        spare 10×3 の outcome 一致 / LLM 応答非決定率(canonical同一ペアの response_sha256 一致率) / api_errors 件数,611,611,source_blob:6c1342f0f99f9d3ab874b25e466f9fc8e34457f1,SCOPE_AUTHORITY,Frozen LoopCell Phase 0 SSOT; authority is limited to LoopCell Phase 0
SRC-04A:L000612,SRC-04A,4. 実行結果      フェーズ別: completed / aborted / 成功数 / 成功率 / コスト(UNAVAILABLE可) / 時間 / reject_reason 内訳,612,612,source_blob:6c1342f0f99f9d3ab874b25e466f9fc8e34457f1,SCOPE_AUTHORITY,Frozen LoopCell Phase 0 SSOT; authority is limited to LoopCell Phase 0
SRC-04A:L000613,SRC-04A,5. GATE 0        5段階 divergence 内訳 / 判定,613,613,source_blob:6c1342f0f99f9d3ab874b25e466f9fc8e34457f1,SCOPE_AUTHORITY,Frozen LoopCell Phase 0 SSOT; authority is limited to LoopCell Phase 0
SRC-04A:L000614,SRC-04A,6. GATE 1-4      b / c / n / p / OR(null可) / OR_haldane / LG / regression 比較 / 各ゲート,614,614,source_blob:6c1342f0f99f9d3ab874b25e466f9fc8e34457f1,SCOPE_AUTHORITY,Frozen LoopCell Phase 0 SSOT; authority is limited to LoopCell Phase 0
SRC-04A:L000615,SRC-04A,7. 経済指標      LC_total / LC_learn / EG_per_LC / cost_status / aborted_loop_cost（0代入禁止・UNAVAILABLE明記）,615,615,source_blob:6c1342f0f99f9d3ab874b25e466f9fc8e34457f1,SCOPE_AUTHORITY,Frozen LoopCell Phase 0 SSOT; authority is limited to LoopCell Phase 0
SRC-04A:L000616,SRC-04A,8. 権限          スタブ経由で観測された denied_actions（外部書込不在の証拠としない）,616,616,source_blob:6c1342f0f99f9d3ab874b25e466f9fc8e34457f1,SCOPE_AUTHORITY,Frozen LoopCell Phase 0 SSOT; authority is limited to LoopCell Phase 0
SRC-04A:L000617,SRC-04A,9. 判定          スクリプト出力(GO/KILL/HOLD)転記 ＋ b項目レビュー結果 ＋（該当時）INVALID宣言,617,617,source_blob:6c1342f0f99f9d3ab874b25e466f9fc8e34457f1,SCOPE_AUTHORITY,Frozen LoopCell Phase 0 SSOT; authority is limited to LoopCell Phase 0
SRC-04A:L000618,SRC-04A,10. FACT / DESIGN DECISION / UNRESOLVED（分離厳守。解釈上限 §1.4 の語彙制約に従う）,618,618,source_blob:6c1342f0f99f9d3ab874b25e466f9fc8e34457f1,SCOPE_AUTHORITY,Frozen LoopCell Phase 0 SSOT; authority is limited to LoopCell Phase 0
SRC-04A:L000619,SRC-04A,11. 未測定項目   §13.7 一覧,619,623,source_blob:6c1342f0f99f9d3ab874b25e466f9fc8e34457f1,SCOPE_AUTHORITY,Frozen LoopCell Phase 0 SSOT; authority is limited to LoopCell Phase 0
SRC-04A:L000624,SRC-04A,17. 受入チェックリスト（DoD）,624,642,source_blob:6c1342f0f99f9d3ab874b25e466f9fc8e34457f1,SCOPE_AUTHORITY,Frozen LoopCell Phase 0 SSOT; authority is limited to LoopCell Phase 0
SRC-04A:L000643,SRC-04A,18. 禁止事項,643,661,source_blob:6c1342f0f99f9d3ab874b25e466f9fc8e34457f1,SCOPE_AUTHORITY,Frozen LoopCell Phase 0 SSOT; authority is limited to LoopCell Phase 0
SRC-04A:L000662,SRC-04A,19. FACT / DESIGN DECISION / UNRESOLVED,662,663,source_blob:6c1342f0f99f9d3ab874b25e466f9fc8e34457f1,SCOPE_AUTHORITY,Frozen LoopCell Phase 0 SSOT; authority is limited to LoopCell Phase 0
SRC-04A:L000664,SRC-04A,FACT,664,666,source_blob:6c1342f0f99f9d3ab874b25e466f9fc8e34457f1,SCOPE_AUTHORITY,Frozen LoopCell Phase 0 SSOT; authority is limited to LoopCell Phase 0
SRC-04A:L000667,SRC-04A,DESIGN DECISION（v1.1 で確定）,667,674,source_blob:6c1342f0f99f9d3ab874b25e466f9fc8e34457f1,SCOPE_AUTHORITY,Frozen LoopCell Phase 0 SSOT; authority is limited to LoopCell Phase 0
SRC-04A:L000675,SRC-04A,UNRESOLVED / LIMITATION（Phase 0 では決めない・除去しない）,675,683,source_blob:6c1342f0f99f9d3ab874b25e466f9fc8e34457f1,SCOPE_AUTHORITY,Frozen LoopCell Phase 0 SSOT; authority is limited to LoopCell Phase 0
SRC-04A:L000684,SRC-04A,21. 改版履歴,684,691,source_blob:6c1342f0f99f9d3ab874b25e466f9fc8e34457f1,SCOPE_AUTHORITY,Frozen LoopCell Phase 0 SSOT; authority is limited to LoopCell Phase 0
