section_id,source_id,heading,start,end,section_sha256,disposition,rationale
SRC-01:P010539,SRC-01,989. AGENT HANDOFF,10539,10543,2e2018cbdd7c058f66ecf59cde26da68941134f2ecd3f84575db6ff54b0e2d71,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010544,SRC-01,990. HANDOFF VALIDATION,10544,10547,13ab05ff3bc13b9c1b7892d56eacc950974d7af9bc5247a8139a44cb27db740d,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010548,SRC-01,991. HANDOFF NON-TRUST,10548,10550,9a61d57eafbb6a7ceb5c168cccfbb9b441abca7bf6f80bb9d295d1ca9ff9fa59,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010551,SRC-01,992. RESEARCH CONTINUITY,10551,10554,452b3662c7c4c473b5cc6ddc6136db9b41d5eb9ae54cf88b4913bb4ff598a6e9,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010555,SRC-01,993. MODEL-INDEPENDENT KERNEL,10555,10561,8e9beed1d744725adf43af6efe94e0fe9c476cc9f9f3705a0f4c10bad55a6876,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010562,SRC-01,994. LLM-OPTIONAL MODE,10562,10565,fc8cc063d294abcd7ee012100cb2f1a6c87d053ba214a428c72eee3995a393a7,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010566,SRC-01,995. DETERMINISTIC CORE,10566,10570,40b20a035c43ebd2f1371ec30b909a92b822776339f8b7a4baa9567492daa067,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010571,SRC-01,996. LLM AS PROPOSER,10571,10575,0b32e82462c8994968ffc6f2c9ea86f56c5e74e5cdd584cc44a9e051c2c5903f,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010576,SRC-01,997. KERNEL AS ENFORCER,10576,10579,d5cf87dbb98ca6c1645c0a07d43410426abc10d3a93927ae2479a535fc1160ce,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010580,SRC-01,998. SEPARATION OF PROPOSAL AND COMMIT,10580,10585,5f832a6a96b23eb750d299e0fd3ea3a8112d3ddfde4e597bb971c9a6f0e4a865,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010586,SRC-01,999. DETERMINISTIC COMMIT,10586,10587,004aef8182a3c6d7c3464febc1abacda9f71c41a9f681241cebffd1b451f75c0,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010588,SRC-01,1000. ULTRACODE 1000-LEVEL TERMINAL ARCHITECTURE,10588,10592,3e2a071cfd583cc77a025a16a61adc6b00ec479c8c0c9afdc07a25f096e2d915,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010593,SRC-01,1001. FINAL ARCHITECTURAL INVARIANT,10593,10602,23018fb5e18de6907a76bbf80faaf0026d1c63eddc154cd77546b93e83da15a9,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010603,SRC-01,1002. COMPUTATION INVARIANT,10603,10609,cea7ad09ee6da074022c507d02056bea35d4e2cec5d5d4a23d179ab9387a003a,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010610,SRC-01,1003. SOVEREIGNTY INVARIANT,10610,10613,284db230322c5750fcdaba98a9f777368d55853292b6f6a968037d1aa5924a7e,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010614,SRC-01,1004. EVIDENCE INVARIANT,10614,10617,809431b171771681aaebbd0f306fadda860090088adf217a864734b7c869b3bb,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010618,SRC-01,1005. HISTORY INVARIANT,10618,10621,980cdbb98b495b566808dec1c6f81b6f083ae51444382cdf9a930cdda1650ab3,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010622,SRC-01,1006. CAUSAL INVARIANT,10622,10624,576cdc8bc9caf33af5807c210e7e926d040f8ccfcc21d9806d8d43592a459b74,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010625,SRC-01,1007. AUTONOMY INVARIANT,10625,10628,52bb709ff8748933db92dbf281dbea7d2f9725e8adfb98853b887fc0b9f4503d,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010629,SRC-01,1008. CAPABILITY INVARIANT,10629,10633,4d16aefe9cc2b40559fa3fac89d936f4eb99e42d2fa57ae91d5f7d15cec9dd99,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010634,SRC-01,1009. NOVELTY INVARIANT,10634,10637,019c8863e7cf0f4ecfffb75ca0f15e5251e98e1d55a22aa4a1e1fc41f4b3c990,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010638,SRC-01,1010. FREE-SYSTEM INVARIANT,10638,10644,37603084f9e29df350749bbbbc51bc85495ae9d401f545ef7cc926e31090c0cc,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010645,SRC-01,1011. QUANTUM-COMPARISON INVARIANT,10645,10648,f82a476d5e0e79b9b4d9c3a848b8bbf63c00aa4437bbd98d16cf994763f942e8,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010649,SRC-01,1012. MINIMALITY INVARIANT,10649,10652,06a510e20eeabbcc0f3f6888bbaceec1ebf5d60e4ced88cdd6e24027df42f23f,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010653,SRC-01,1013. COMPLEXITY INVARIANT,10653,10656,adc1e23beb35b87df6fc7ed82bb26a883a8e7d43c2c585db0df43c88b5ec3289,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010657,SRC-01,1014. RESEARCH SELF-SUSTAINABILITY,10657,10660,d4e71cd78eb18b3813211be1b6db91ead29b5b726205b23bf53001b104b91723,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010661,SRC-01,1015. SELF-SUSTAINING BOOTSTRAP,10661,10663,c8872cea6da40d11aab159edb8f87eeee606b66cf1d7bf791dce70657ab8463f,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010664,SRC-01,1016. BOOT FAILURE,10664,10667,fd20886aeb30ec0a029cac2a7d00dde362d8a2b1531abe922ecafb00dbb25a38,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010668,SRC-01,1017. SAFE RESUME,10668,10674,a59c2150062e3d6c577a18eb226aaf8a35b870ded15f7aca1fe610af1ab6222e,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010675,SRC-01,1018. CONTINUOUS AUDIT,10675,10680,394d27cca25ce0e7e0ad83bc3c97d2f6e19e2a417f209e5a61bba06365f19223,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010681,SRC-01,1019. AUDIT COST CONTROL,10681,10685,4a607b3f97265889086295cc20547b913da30b279875c2b08cf308cd44cffe3f,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010686,SRC-01,1020. RISK-BASED VERIFICATION,10686,10689,25e4e7978ce47693ec185ac6614349642863fdd12af57ae1d6f37a5e6a44abaa,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010690,SRC-01,1021. LOW-RISK FAST PATH,10690,10692,a3c64142b8798fe36ba482fc9bd68f3872e202b4740e6d25d7aa51ed0b405616,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010693,SRC-01,1022. HIGH-RISK SLOW PATH,10693,10695,12778ac12b16f7ee65a087055ed943c50422b78c9ee63bd53f1e500674085c7c,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010696,SRC-01,1023. RESEARCH OPERATING MODES,10696,10699,5d988e4afe708604b0ebf4f4d630df8b5ad2a9ade4991be1a469ac44f981e76f,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010700,SRC-01,1024. MODE TRANSITION,10700,10701,a085f59f0bf89d4f4df4e68cb0cc7793259bce375ecd74468df406a3ce6b6b28,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010702,SRC-01,1025. CONFIRMATORY MODE LOCK,10702,10705,575b3d3565a8fa30e3a215acdacd91711e4e1f480abf0ed5f14717e60188feb8,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010706,SRC-01,1026. RECOVERY MODE,10706,10710,8bc4794fd8e989e0a22a349b9673dfef9da41dce00acdaf38684f120b381f7c8,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010711,SRC-01,1027. EMERGENCY MODE,10711,10714,52e1e54bb197a0360f0797b8f80644f42043dbca779752d742e7d940c25f734c,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010715,SRC-01,1028. SAFE HALT,10715,10718,407a3077440802fa321dc6dbf1f34bb9fa5a0963e87d3d35119542b83c3aec0a,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010719,SRC-01,1029. NEVER-HANG RULE,10719,10722,e95091387381ca6d706ae00b312332289c9034084c697be4b143c2cd34247abd,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010723,SRC-01,1030. DEADLOCK DETECTION,10723,10726,63e1cb9e88490d21de16f176e2d7d4aef8c25db2d3cad407ea9662cc07b1993e,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010727,SRC-01,1031. HEARTBEAT,10727,10730,ee89500245ffe7af87bd2f605d35af8d446997f771b056b93f9d56c239b67b69,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010731,SRC-01,1032. ORPHAN PROCESS,10731,10732,fcb388d8c35c1ed77a5bbee5cd16c3d778751d8e4be6f446cafc2388efef7e49,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010733,SRC-01,1033. RESOURCE LEAK,10733,10735,86a1cbb60417d1fe4c6375a2838bcc5f19a408e349aa207d994caffd29a5eed1,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010736,SRC-01,1034. CLEANUP SAFETY,10736,10739,f0cfa40f7c207d4d682f69d276770391223036400665fbb19927a689247d4209,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010740,SRC-01,1035. TEMPORARY ARTIFACT POLICY,10740,10744,f1b19a9499c8198dd71112e5ceaff94d4d13d4ad0e585cc05a3386655b3180d7,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010745,SRC-01,1036. OBSERVABILITY CONTRACT,10745,10748,f2787d36b372358cf5665fb328c79980198e7856ea25ad3ad8c27e7b12077246,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010749,SRC-01,1037. SILENT FAILURE PROHIBITION,10749,10752,ddb889a0aa58a0d6624c343da56479bd833107a96dd61e37b737c456d20bc278,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010753,SRC-01,1038. ERROR SWALLOWING,10753,10757,3bd86d95df22242419741a2b40585dd65b43d2dce9e372fccae13aac159808a9,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010758,SRC-01,1039. PARTIAL SUCCESS,10758,10763,507ac2c7f070c0d96907bcc65b128091e01d8dad1656927c3acb92da9d80e962,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010764,SRC-01,1040. BATCH ACCOUNTING,10764,10767,8679f4c0d7223a5d7592ef5d9ce06f8ad1fdad8462b9d3c64e6f7420d8e0bed6,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010768,SRC-01,1041. EPISODE CONSERVATION,10768,10769,2bc8e8f1daf5856dc91e1661b21fad8fc286789a494c5d4c4b3bd7772ace1eb1,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010770,SRC-01,planned,10770,10772,7917e1fb0c7dd59c8e30e456bce5349b9d9706b2a72d3c2d62ba10b8263ba3ff,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010773,SRC-01,1042. COUNT RECONCILIATION,10773,10773,b7245ae41f798732dfa1f16ebd7ef0c19fc2b5d3440ef6c4f38f70044918de5a,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010774,SRC-01,310 planned episodesのような過去計画について、,10774,10776,cbc690c1178b3db2150598b65778709e63042eff627e80e415f346f0b1b95d68,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010777,SRC-01,1043. NO-COUNT-INFLATION,10777,10780,c8eef0f789fc7c61e6d894ec51fbcf161dbcfb6084502f56b19f7c9e24409bd6,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010781,SRC-01,1044. UNIT OF ANALYSIS,10781,10784,dd9987269d8fca2693f590656a922e8fe8d6df94afc57ba48ac89168604bc285,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010785,SRC-01,1045. CLUSTERING,10785,10789,6174ca923af09c00b580a545a543c9ae24c3b2682ee1a35274d7c8c7c3fb0b32,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010790,SRC-01,1046. PSEUDOREPLICATION,10790,10791,8ee84cc1095fe92d2d676d3ed3524b9cbb720317e10b6a0cdd70f6ead3cf3d2b,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010792,SRC-01,1047. MATCHED DESIGN,10792,10795,2a519e291ad537f2a1c87b74088b91c8a08215a6d8c7c1919c3524b841409a60,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010796,SRC-01,1048. PAIR FAILURE,10796,10799,bb513689553f8bc317151825d575d9720ba948daa5be63bb97ad098c221aee58,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010800,SRC-01,1049. STATISTICAL ASSUMPTION REGISTRY,10800,10803,73fb81f07f08e8d71414d3a6facecf62f4cfe788b0ce6f1d36c1473d18ff9061,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010804,SRC-01,1050. ROBUST STATISTICS,10804,10808,1a69cbcafc3a5c66b169c613d23ca871e5ea408b31f8b668910b67a745471bee,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010809,SRC-01,1051. MULTIPLE TESTING,10809,10812,ac09d49db1c390a8a3cc821bd8cb4a5fa2c4bdbbab16a69d7bb1276d84311159,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010813,SRC-01,1052. EFFECT SIZE OVER P-VALUE,10813,10816,f43a19ee917607a17be91230453ad58538744f27c5def43e6838236647934d4c,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010817,SRC-01,1053. BAYESIAN ANALYSIS,10817,10821,08c84879359651a1953d4f72404f0637d1ef78138c753b8cc561e79c72322f25,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010822,SRC-01,1054. SEQUENTIAL ANALYSIS,10822,10825,fcbdde8d4b1696f43b9f9be13c18f4fae67c00af235d61b1ea61f60771834de9,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010826,SRC-01,1055. OPTIONAL STOPPING,10826,10828,ab6a97416ef6c7ceabae5ce73c8daad27713e69976b9acf5a7f2dacbebf746fb,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010829,SRC-01,1056. OPTIONAL CONTINUATION,10829,10831,d2d7db53de398df8b0177d8ec4a7c74464e6bdae5860e82c83b49a1ce9336c86,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010832,SRC-01,1057. RESEARCHER DEGREES OF FREEDOM,10832,10835,35be5537d229145bdd2690adb2a6a6fced61431a7c8e383b1e9c03891294a3a7,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010836,SRC-01,1058. ANALYSIS VERSION,10836,10837,6b12afa8cd1d618056faf6731186cab2a1eabd389b57d9bce767fc1b6fd639d9,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010838,SRC-01,1059. BLIND ANALYSIS,10838,10841,0f95fbfc4572a2b21c05a45e95b0cd906d55dcad869482a8681a71be434704f7,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010842,SRC-01,1060. LABEL UNBLINDING,10842,10843,72cc3e136c778913e935bf298d2cbab23ef75dc671c009b0b5dcfb7f73e4206f,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010844,SRC-01,1061. SCIENTIFIC COMPUTATION REPRODUCTION,10844,10847,9c9959e33556e7f5cd9de0c5264a374bde2b019d6976c9d8b5458edf4000f2b1,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010848,SRC-01,1062. NUMERICAL STABILITY,10848,10851,a4c0b7f1351960c311dbcdf8b80b87349a8c732f0e116ada83419fcfcc6c7655,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010852,SRC-01,1063. NUMERICAL EQUIVALENCE,10852,10853,0085b705f197e27abed13cfb977e9fe263e999a29cc0aa71744cfc84e894ec85,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010854,SRC-01,1064. RANDOM NUMBER GOVERNANCE,10854,10856,7eafe0d0553f7f8caa758b0d8ab912d9213f08fbba9447f4ae1d254af7f9106b,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010857,SRC-01,1065. RANDOMNESS AUDIT,10857,10861,ffa3d8b9d17bdf86ae3dd60300439cf79c550abf9292b84d28473cf77789febf,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010862,SRC-01,1066. HASH RANDOMIZATION,10862,10865,432be6d58482679007922e64bbe9e9027f6b300200eb3d92b590782e590bb038,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010866,SRC-01,1067. TIME DEPENDENCY,10866,10868,d9ffe18d4a6b28a6148a509d81d752f34c1b8d7c4d109863e4a8c821757bfcb7,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010869,SRC-01,1068. NETWORK DEPENDENCY,10869,10873,f85d74e04eb7a5e741d1a694163a7dbe76e454c8e7afade01c0c320f4e694774,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010874,SRC-01,1069. EXTERNAL DATA SNAPSHOT,10874,10877,344677b2cbbd8e4e0b5a857b01a96d6ad81fd55a1392f79b71df93b1e7f9aab5,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010878,SRC-01,1070. SOURCE CHANGE DETECTION,10878,10879,829b2a58257d407e4e6da744c279d16db47ff85e09b8e358e2daf2fa1b8cf1e0,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010880,SRC-01,1071. RESEARCH DATA FREEZE,10880,10883,8f4291c2c2e3b2f53c174f81199bcb15a7c1f663ea8a968beb20d837f12f8afd,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010884,SRC-01,1072. ANALYSIS DATA FREEZE,10884,10885,895492f6ea5f307bc14f2ac7a6ae93b3aaa6926bb7c2d8d46033a5c4e78f2947,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010886,SRC-01,1073. DERIVED DATA LINEAGE,10886,10889,64cf9e0c8a4d95461eca81834279ae7cc02a76d633307486c4b22cb2d619590b,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010890,SRC-01,1074. NO-DATA-LOSS TRANSFORMATION,10890,10891,d4c6712d75fa27fa1fe052a0d1826a0f3e654c295df82af6faca8ff18765d202,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010892,SRC-01,1075. DATA VALIDATION,10892,10895,0a9fdf1cb69ab76d927569a0a998bfb0840871bf3b468b0a1d87081180d08274,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010896,SRC-01,1076. DATA QUALITY STATUS,10896,10899,5e3d87813349c9468eb08e02596eb2ade26e67c60259d9ad27a7e11d972f213d,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010900,SRC-01,1077. DATA QUALITY ≠ SCIENTIFIC VALIDITY,10900,10903,c8cdc6faeead17c0fa42fd8daf25bbcbd441aadfebb612d7dad079969e239b3c,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010904,SRC-01,1078. CAUSAL DAG,10904,10907,877bc4e6c3d6cd5a12c1c07076632a7f7a7fea7cb5ba8adc70cf4caf94e7ba21,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010908,SRC-01,1079. POST-TREATMENT VARIABLE,10908,10909,863d6b4689d73df6751d853a64dd0b3b8c30ac807feac6ba014004f319e4b05a,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010910,SRC-01,1080. MEDIATION,10910,10911,661945d84cb48ebe136beb9238091e5a8de084f1a696998c83323bf1ee008758,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010912,SRC-01,1081. HETEROGENEOUS TREATMENT EFFECT,10912,10915,8345a1ecac8ee1f3289b6d8a184a1d9662d9ca0428e3c207ff9f89e09d618784,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010916,SRC-01,1082. SUBGROUP ANALYSIS,10916,10921,655b513410cd23399c35527ddd84e9f6b42eceec44f5c6f3150454db4ccdff5d,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010922,SRC-01,1083. SMALL SUBGROUP WARNING,10922,10923,05d8d93612a36981585c2e270ba695837377cd504a73a9038fcfffaf56b35c15,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010924,SRC-01,1084. ROBUSTNESS CHECK,10924,10927,b4687b2ba19237e98d01d5011c54749feb737f115da6d58da3852c88671b61de,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010928,SRC-01,1085. SENSITIVITY ANALYSIS,10928,10931,f17ccaef51d9ffb94fcce95c1ea961f0599d54db3bae4f4f587c64658265ae35,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010932,SRC-01,1086. NEGATIVE RESULT INTERPRETATION,10932,10938,584b118b33e4dd488d8dfcf1d57adf6f3522fd782b9e9021dec3116660801236,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010939,SRC-01,1087. POSITIVE RESULT INTERPRETATION,10939,10942,2a4d7148fc63284a0c42d255cad034ed33459dfece29a3def2d3d852bd98ed9c,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010943,SRC-01,1088. EXTERNAL VALIDITY,10943,10945,7a839dad8527d5de257b6bc211b19e3303b665eef4f16667eb7f2d722a5f30f4,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
SRC-01:P010946,SRC-01,1089. INTERNAL VALIDITY PRIORITY,10946,10949,4a590e29c1a1d2f74ec070c90588de740d0375a943a2eddc7a94f9124c6603ff,KEEP_GOVERNANCE,Normative governance; unresolved cross-source conflicts remain gated
