section_id,source_id,heading,start,end,section_sha256,disposition,rationale
SRC-02A:L000512,SRC-02A,18. NO-LEAKAGE RULE,512,530,source_blob:b338cee8f6490ef2140d8fe39af19d92288ce2e0,SCOPE_AUTHORITY,Frozen VEA-G3 experimental SSOT; authority is limited to VEA-G3 experiment scope
SRC-02A:L000531,SRC-02A,19. CAUSAL CLAIM BOUNDARY,531,559,source_blob:b338cee8f6490ef2140d8fe39af19d92288ce2e0,SCOPE_AUTHORITY,Frozen VEA-G3 experimental SSOT; authority is limited to VEA-G3 experiment scope
SRC-02A:L000560,SRC-02A,20. FAILURE HANDLING,560,582,source_blob:b338cee8f6490ef2140d8fe39af19d92288ce2e0,SCOPE_AUTHORITY,Frozen VEA-G3 experimental SSOT; authority is limited to VEA-G3 experiment scope
SRC-02A:L000583,SRC-02A,21. HOOK / ENVIRONMENT BOUNDARY,583,617,source_blob:b338cee8f6490ef2140d8fe39af19d92288ce2e0,SCOPE_AUTHORITY,Frozen VEA-G3 experimental SSOT; authority is limited to VEA-G3 experiment scope
SRC-02A:L000618,SRC-02A,22. MCP AUTHENTICATION,618,636,source_blob:b338cee8f6490ef2140d8fe39af19d92288ce2e0,SCOPE_AUTHORITY,Frozen VEA-G3 experimental SSOT; authority is limited to VEA-G3 experiment scope
SRC-02A:L000637,SRC-02A,23. MINIMAL-ACTION PRINCIPLE,637,663,source_blob:b338cee8f6490ef2140d8fe39af19d92288ce2e0,SCOPE_AUTHORITY,Frozen VEA-G3 experimental SSOT; authority is limited to VEA-G3 experiment scope
SRC-02A:L000664,SRC-02A,24. CHANGE CONTROL,664,691,source_blob:b338cee8f6490ef2140d8fe39af19d92288ce2e0,SCOPE_AUTHORITY,Frozen VEA-G3 experimental SSOT; authority is limited to VEA-G3 experiment scope
SRC-02A:L000692,SRC-02A,25. IMPLEMENTATION GATE,692,719,source_blob:b338cee8f6490ef2140d8fe39af19d92288ce2e0,SCOPE_AUTHORITY,Frozen VEA-G3 experimental SSOT; authority is limited to VEA-G3 experiment scope
SRC-02A:L000720,SRC-02A,26. EXECUTION GATE,720,748,source_blob:b338cee8f6490ef2140d8fe39af19d92288ce2e0,SCOPE_AUTHORITY,Frozen VEA-G3 experimental SSOT; authority is limited to VEA-G3 experiment scope
SRC-02A:L000749,SRC-02A,27. RESULT GATE,749,774,source_blob:b338cee8f6490ef2140d8fe39af19d92288ce2e0,SCOPE_AUTHORITY,Frozen VEA-G3 experimental SSOT; authority is limited to VEA-G3 experiment scope
SRC-02A:L000775,SRC-02A,28. CLAIM GOVERNANCE,775,792,source_blob:b338cee8f6490ef2140d8fe39af19d92288ce2e0,SCOPE_AUTHORITY,Frozen VEA-G3 experimental SSOT; authority is limited to VEA-G3 experiment scope
SRC-02A:L000793,SRC-02A,29. ANTI-HALLUCINATION RULE,793,821,source_blob:b338cee8f6490ef2140d8fe39af19d92288ce2e0,SCOPE_AUTHORITY,Frozen VEA-G3 experimental SSOT; authority is limited to VEA-G3 experiment scope
SRC-02A:L000822,SRC-02A,30. ANTI-DRIFT RULE,822,841,source_blob:b338cee8f6490ef2140d8fe39af19d92288ce2e0,SCOPE_AUTHORITY,Frozen VEA-G3 experimental SSOT; authority is limited to VEA-G3 experiment scope
SRC-02A:L000842,SRC-02A,31. CURRENT NEXT ACTION,842,873,source_blob:b338cee8f6490ef2140d8fe39af19d92288ce2e0,SCOPE_AUTHORITY,Frozen VEA-G3 experimental SSOT; authority is limited to VEA-G3 experiment scope
SRC-02A:L000874,SRC-02A,32. RESTORATION PROTOCOL,874,877,source_blob:b338cee8f6490ef2140d8fe39af19d92288ce2e0,SCOPE_AUTHORITY,Frozen VEA-G3 experimental SSOT; authority is limited to VEA-G3 experiment scope
SRC-02A:L000878,SRC-02A,Step A — Import,878,881,source_blob:b338cee8f6490ef2140d8fe39af19d92288ce2e0,SCOPE_AUTHORITY,Frozen VEA-G3 experimental SSOT; authority is limited to VEA-G3 experiment scope
SRC-02A:L000882,SRC-02A,Step B — Identify,882,893,source_blob:b338cee8f6490ef2140d8fe39af19d92288ce2e0,SCOPE_AUTHORITY,Frozen VEA-G3 experimental SSOT; authority is limited to VEA-G3 experiment scope
SRC-02A:L000894,SRC-02A,Step C — Reconcile,894,897,source_blob:b338cee8f6490ef2140d8fe39af19d92288ce2e0,SCOPE_AUTHORITY,Frozen VEA-G3 experimental SSOT; authority is limited to VEA-G3 experiment scope
SRC-02A:L000898,SRC-02A,Step D — Resolve,898,911,source_blob:b338cee8f6490ef2140d8fe39af19d92288ce2e0,SCOPE_AUTHORITY,Frozen VEA-G3 experimental SSOT; authority is limited to VEA-G3 experiment scope
SRC-02A:L000912,SRC-02A,Step E — Freeze,912,915,source_blob:b338cee8f6490ef2140d8fe39af19d92288ce2e0,SCOPE_AUTHORITY,Frozen VEA-G3 experimental SSOT; authority is limited to VEA-G3 experiment scope
SRC-02A:L000916,SRC-02A,Step F — Implement,916,921,source_blob:b338cee8f6490ef2140d8fe39af19d92288ce2e0,SCOPE_AUTHORITY,Frozen VEA-G3 experimental SSOT; authority is limited to VEA-G3 experiment scope
SRC-02A:L000922,SRC-02A,33. AUDIT PROTOCOL,922,925,source_blob:b338cee8f6490ef2140d8fe39af19d92288ce2e0,SCOPE_AUTHORITY,Frozen VEA-G3 experimental SSOT; authority is limited to VEA-G3 experiment scope
SRC-02A:L000926,SRC-02A,Identity,926,931,source_blob:b338cee8f6490ef2140d8fe39af19d92288ce2e0,SCOPE_AUTHORITY,Frozen VEA-G3 experimental SSOT; authority is limited to VEA-G3 experiment scope
SRC-02A:L000932,SRC-02A,Provenance,932,937,source_blob:b338cee8f6490ef2140d8fe39af19d92288ce2e0,SCOPE_AUTHORITY,Frozen VEA-G3 experimental SSOT; authority is limited to VEA-G3 experiment scope
SRC-02A:L000938,SRC-02A,Specification,938,942,source_blob:b338cee8f6490ef2140d8fe39af19d92288ce2e0,SCOPE_AUTHORITY,Frozen VEA-G3 experimental SSOT; authority is limited to VEA-G3 experiment scope
SRC-02A:L000943,SRC-02A,Validity,943,947,source_blob:b338cee8f6490ef2140d8fe39af19d92288ce2e0,SCOPE_AUTHORITY,Frozen VEA-G3 experimental SSOT; authority is limited to VEA-G3 experiment scope
SRC-02A:L000948,SRC-02A,Reproducibility,948,951,source_blob:b338cee8f6490ef2140d8fe39af19d92288ce2e0,SCOPE_AUTHORITY,Frozen VEA-G3 experimental SSOT; authority is limited to VEA-G3 experiment scope
SRC-02A:L000952,SRC-02A,Contamination,952,956,source_blob:b338cee8f6490ef2140d8fe39af19d92288ce2e0,SCOPE_AUTHORITY,Frozen VEA-G3 experimental SSOT; authority is limited to VEA-G3 experiment scope
SRC-02A:L000957,SRC-02A,Interpretation,957,964,source_blob:b338cee8f6490ef2140d8fe39af19d92288ce2e0,SCOPE_AUTHORITY,Frozen VEA-G3 experimental SSOT; authority is limited to VEA-G3 experiment scope
SRC-02A:L000965,SRC-02A,34. RED-TEAM CHECKLIST,965,1002,source_blob:b338cee8f6490ef2140d8fe39af19d92288ce2e0,SCOPE_AUTHORITY,Frozen VEA-G3 experimental SSOT; authority is limited to VEA-G3 experiment scope
SRC-02A:L001003,SRC-02A,35. MINIMUM EVIDENCE RECORD,1003,1032,source_blob:b338cee8f6490ef2140d8fe39af19d92288ce2e0,SCOPE_AUTHORITY,Frozen VEA-G3 experimental SSOT; authority is limited to VEA-G3 experiment scope
SRC-02A:L001033,SRC-02A,36. CURRENT STATUS SNAPSHOT,1033,1076,source_blob:b338cee8f6490ef2140d8fe39af19d92288ce2e0,SCOPE_AUTHORITY,Frozen VEA-G3 experimental SSOT; authority is limited to VEA-G3 experiment scope
SRC-02A:L001077,SRC-02A,37. FINAL EXECUTION PRINCIPLE,1077,1127,source_blob:b338cee8f6490ef2140d8fe39af19d92288ce2e0,SCOPE_AUTHORITY,Frozen VEA-G3 experimental SSOT; authority is limited to VEA-G3 experiment scope
SRC-02A:L001128,SRC-02A,"38. RECONCILIATION UPDATE (Governance Reconciliation Gate, current session)",1128,1142,source_blob:b338cee8f6490ef2140d8fe39af19d92288ce2e0,SCOPE_AUTHORITY,Frozen VEA-G3 experimental SSOT; authority is limited to VEA-G3 experiment scope
SRC-02A:L001143,SRC-02A,38.1 Discrepancies (SSOT-recorded vs. directly verified),1143,1236,source_blob:b338cee8f6490ef2140d8fe39af19d92288ce2e0,SCOPE_AUTHORITY,Frozen VEA-G3 experimental SSOT; authority is limited to VEA-G3 experiment scope
SRC-02A:L001237,SRC-02A,38.2 Reconciled current state (supersedes Section 36's snapshot for reporting purposes; Section 36 itself is left unmodified as historical record),1237,1286,source_blob:b338cee8f6490ef2140d8fe39af19d92288ce2e0,SCOPE_AUTHORITY,Frozen VEA-G3 experimental SSOT; authority is limited to VEA-G3 experiment scope
